country,ecosystem,bibliography_id,bibtype,title,volume,issn,url,doi,number,journal,publisher,author,year,month,pages,language,copyright,keywords,editor,institution,school,booktitle
Greece,seagrass,Gerakaris et al 2020,Article,First record of the tropical seagrass species Halophila decipiens Ostenfeld in the Mediterranean Sea,160,0304-3770,http://dx.doi.org/10.1016/j.aquabot.2019.103151,10.1016/j.aquabot.2019.103151,NA,Aquatic Botany,Elsevier BV,Vasilis Gerakaris and Polytimi-loli Lardi and Yiannis Issaris,2020,jan,103151,NA,NA,NA,NA,NA,NA,NA
Grenada,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,seagrass,Green and Short 2003,Book,World Atlas of Seagrasses,NA,NA,,,NA,NA,"University of California Press, Berkeley, USA",Green E.P. and Short F.T.,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,seagrass,NCCOS 2004,Misc,"Atlas of the Shallow-Water Benthic Habitats of American Samoa, Guam, and the Commonwealth of the Northern Mariana Islands",NA,NA,,,NA,NA,"NOAA Technical Memorandum NOS NCCOS 8, Biogeography Team. NOAA National Centers for Coastal Ocean Science, Silver Spring, MD",NCCOS,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,seagrass,Ballhorn et al. 2014,Misc,"Establishing the baseline for seagrass and mangrove area cover in four Marine and Coastal Priority Protected Areas within the Meso-American Reef area: Punta de Manabique Wildlife Refuge, Guatemala",NA,NA,,,NA,NA,"Remote Sensing Solutions, München, Germany","Ballhorn, Uwe and Mott, Claudius and Atwood, EC and Siegert, F",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,seagrass,Seagrass Spotter,Misc,Seagrass Spotter,NA,NA,https://seagrassspotter.org,NA,NA,NA,NA,"Unsworth, R.K.F., Jones, B.L.H, Rogers, A., Cullen-Unsworth, L.C., Lilley, R.J",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,seagrass,Seagrass Spotter,Misc,Seagrass Spotter,NA,NA,https://seagrassspotter.org,NA,NA,NA,NA,"Unsworth, R.K.F., Jones, B.L.H, Rogers, A., Cullen-Unsworth, L.C., Lilley, R.J",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,seagrass,Fong 1998,Misc,Some aspects of the ecology of the seagrass  Zostera japonica in Hong Kong. p. 204,NA,NA,,,NA,NA,"University of Hong Kong, Hong Kong",Fong C.W.,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
India,seagrass,Geevarghese et al. 2018,Article,A comprehensive geospatial assessment of seagrass distribution in India,159,0964-5691,http://dx.doi.org/10.1016/j.ocecoaman.2017.10.032,10.1016/j.ocecoaman.2017.10.032,NA,Ocean &amp; Coastal Management,Elsevier BV,Gejo Anna Geevarghese and B. Akhil and G. Magesh and P. Krishnan and R. Purvaja and R. Ramesh,2018,jun,16–25,NA,NA,NA,NA,NA,NA,NA
Indonesia,seagrass,Sjafrie et al. 2018,Misc,Status padang lamun Indonesia (2018),NA,NA,,,NA,NA,"Puslit Oseanografi - LIPI, Jakarta, Indonesia","Sjafrie, N.D.M., Hernawan, U.E., Prayudha, B., Supriyadi, I.H., Iswari, M.Y., Rahmat, Anggraini, K., Rahmawati, S., Suyarso",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,seagrass,Wilkes et al. 2017,Article,"Intertidal seagrass in Ireland: Pressures, WFD status and an assessment of trace element contamination in intertidal habitats using Zostera noltei",82,1470-160X,http://dx.doi.org/10.1016/j.ecolind.2017.06.036,10.1016/j.ecolind.2017.06.036,NA,Ecological Indicators,Elsevier BV,Robert Wilkes and Matthew Bennion and Nuala McQuaid and Charmaine Beer and Gillian McCullough-Annett and Kendrew Colhoun and Richard Inger and Liam Morrison,2017,nov,117–130,NA,NA,NA,NA,NA,NA,NA
Palestinian Territory,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Korea,seagrass,Green and Short 2003,Book,World Atlas of Seagrasses,NA,NA,,,NA,NA,"University of California Press, Berkeley, USA",Green E.P. and Short F.T.,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,seagrass,Erftemeijer and Shuail 2012,Article,"Seagrass habitats in the Arabian Gulf: distribution, tolerance thresholds and threats",15,1539-4077,http://dx.doi.org/10.1080/14634988.2012.668479,10.1080/14634988.2012.668479,sup1,Aquatic Ecosystem Health &amp; Management,Michigan State University Press,Paul L. A. Erftemeijer and Dawood A. Shuail,2012,jan,73–83,NA,NA,NA,NA,NA,NA,NA
Libya,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,seagrass,Bujang and Zakaria 2003,Misc,"The seagrasses of Malaysia, In World Atlas of Seagrasses. eds E. Green, F. Short, pp. 152-160. ",NA,NA,,,NA,NA,"University of California Press, Berkeley. USA","Bujang, J.S., Zakaria, M.H.",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,seagrass,Orosco and Amir Sharifudeen 2004,Misc,"The distribution of the seagrass, Halophila beccarii Aschers., in Terengganu River estuary, In KUSTEM Third Annual Seminar on Sustainability Science and Management (2004) : role of environmental science and technology in sustainable development of resources",NA,NA,NA,NA,NA,NA,"Penerbit Kolej Universiti Sains dan Teknologi Malaysia, Primula Beach Resort, Kuala Terengganu, Terengganu","Orosco, C., Amir Sharifudeen, A.",2004,NA,NA,NA,NA,NA,"M.Y. Norhayati, pp. 192-195",NA,NA,NA
Malaysia,seagrass,Rajamani and Marsh 2015,Article,"Mapping seagrass cost-effectively in the Coral Triangle: Sabah, Malaysia as a case study",21,1038-2097,http://dx.doi.org/10.1071/PC14908,10.1071/pc14908,2,Pacific Conservation Biology,CSIRO Publishing,Leela Rajamani and Helene Marsh,2015,NA,113,NA,NA,NA,NA,NA,NA,NA
Maldives,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,seagrass,Seagrass Spotter,Misc,Seagrass Spotter,NA,NA,https://seagrassspotter.org,NA,NA,NA,NA,"Unsworth, R.K.F., Jones, B.L.H, Rogers, A., Cullen-Unsworth, L.C., Lilley, R.J",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,seagrass,Turner et al. 2000,Misc,"The Mascarene Region, In Seas at the Millennium: An Environmental Evaluation",NA,NA,,,NA,NA,"ed. R. Sheppard, pp. 253–268. Elsevier, Amsterdam","Turner, J., Jago, C., Daby, D., Klaus, R.",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,seagrass,Turner and Klaus 2005,Article,"Coral reefs of the Mascarenes, Western Indian Ocean",363,1471-2962,http://dx.doi.org/10.1098/rsta.2004.1489,10.1098/rsta.2004.1489,1826,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",The Royal Society,John Turner and Rebecca Klaus,2005,jan,229–250,NA,NA,NA,Tom Spencer and Anthony S. Laughton and Nic C. Flemming,NA,NA,NA
France,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,seagrass,McKenzie and Rasheed 2006,Misc,"Seagrass meadows of Pohnpei and And Atoll, Federated States of Micronesia, derived from field surveys conducted 26 October-03 November, 2005",NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.875721,10.1594/PANGAEA.875721,NA,NA,PANGAEA,Len J McKenzie and Michael J Rasheed,2006,NA,NA,en,Creative Commons Attribution 3.0 Unported,"File content, File name, File format, File size, Uniform resource locator/link to file",NA,NA,NA,NA
Micronesia,seagrass,Waycott et al. 2011,Misc,"Vulnerability of mangroves, seagrasses and intertidal flats in the tropical Pacific to climate change",NA,NA,NA,NA,NA,NA,"Vulnerability of Tropical Pacific Fisheries and Aquaculture to Climate Change. Secretariat of the Pacific Community, Noumea, New Caledonia","Waycott, Michelle and McKenzie, Len J and Mellors, Jane E and Ellison, Joanna C and Sheaves, Marcus T and Collier, Catherine and Schwarz, Anne-Maree and Webb, Arthur and Johnson, Johanna E and Payri, Claude E",2011,NA,297-368,NA,NA,NA,NA,NA,NA,NA
Morocco,seagrass,Seagrass Spotter,Misc,Seagrass Spotter,NA,NA,https://seagrassspotter.org,NA,NA,NA,NA,"Unsworth, R.K.F., Jones, B.L.H, Rogers, A., Cullen-Unsworth, L.C., Lilley, R.J",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,seagrass,Soe-Htun et al. 2015,Misc,"Seagrass Conservation and Monitoring in Myanmar The biodiversity, distribution and coverage of seagrasses in the Tanintharyi and Rakhine",NA,NA,,,NA,NA,,"Htun, U Soe and Maung, Antt and Mon, Salai and Soe, Thi and Ha, Soe and Aung, Myo and Lwin, Zau and Lunn",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,seagrass,Anderson et al. 2019,Misc,Review of New Zealand’s key biogenic habitats. Prepared for the Ministry for the Environment. NIWA Client Report No: (2018)139WN,NA,NA,,,NA,NA,"National Institute of Water & Atmospheric Research Ltd, Wellington, New Zealand","Anderson, T.J., Morrison, M., MacDiarmid, A., Clark, M., D’Archino, R., Nelson, W., Tracey, D., Gordon, D., Read, G., Kettles, H., Morrisey, D., Wood, A., Anderson, O., Smith, A.M., Page, M., Paul-Burke, K., Schnabel, K., Wadhwa, S",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,seagrass,Waycott et al. 2011,Misc,"Vulnerability of mangroves, seagrasses and intertidal flats in the tropical Pacific to climate change",NA,NA,NA,NA,NA,NA,"Vulnerability of Tropical Pacific Fisheries and Aquaculture to Climate Change. Secretariat of the Pacific Community, Noumea, New Caledonia","Waycott, Michelle and McKenzie, Len J and Mellors, Jane E and Ellison, Joanna C and Sheaves, Marcus T and Collier, Catherine and Schwarz, Anne-Maree and Webb, Arthur and Johnson, Johanna E and Payri, Claude E",2011,NA,297-368,NA,NA,NA,NA,NA,NA,NA
Norway,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
United States,seagrass,Battista et al. 2007,Misc,Shallow-Water Benthic Habitats of the Republic of Palau,NA,NA,,,NA,NA,"NOAA Technical Memorandum. NOS NCCOS 59. Biogeography Branch, Silver Spring, MD","Battista, T., Costa, B., Anderson, S.",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,seagrass,Waycott et al. 2011,Misc,"Vulnerability of mangroves, seagrasses and intertidal flats in the tropical Pacific to climate change",NA,NA,NA,NA,NA,NA,"Vulnerability of Tropical Pacific Fisheries and Aquaculture to Climate Change. Secretariat of the Pacific Community, Noumea, New Caledonia","Waycott, Michelle and McKenzie, Len J and Mellors, Jane E and Ellison, Joanna C and Sheaves, Marcus T and Collier, Catherine and Schwarz, Anne-Maree and Webb, Arthur and Johnson, Johanna E and Payri, Claude E",2011,NA,297-368,NA,NA,NA,NA,NA,NA,NA
Philippines,seagrass,Fortes 2008,Misc,"National report on seagrass in the South China Sea – Philippines, In National reports on seagrass in the South China Sea",NA,NA,,,NA,NA,"UNEP/GEF/SCS Technical Publication No. 12. ed. UNEP, p. 20. United Nations Environment Programme, Bangkok, Thailand","Fortes, M.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,seagrass,Cunha et al. 2014,Article,Seagrasses in Portugal: A most endangered marine habitat,104,0304-3770,http://dx.doi.org/10.1016/j.aquabot.2011.08.007,10.1016/j.aquabot.2011.08.007,NA,Aquatic Botany,Elsevier BV,Alexandra H. Cunha and Jorge F. Assis and Ester A. Serrão,2013,jan,193–203,NA,NA,NA,NA,NA,NA,NA
United States,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,seagrass,Cuvillier et al. 2017,Article,"Causes of seasonal and decadal variability in a tropical seagrass seascape (Reunion Island, south western Indian Ocean)",184,0272-7714,http://dx.doi.org/10.1016/j.ecss.2016.10.046,10.1016/j.ecss.2016.10.046,NA,"Estuarine, Coastal and Shelf Science",Elsevier BV,A. Cuvillier and N. Villeneuve and E. Cordier and J. Kolasinski and L. Maurel and N. Farnier and P. Frouin,2017,jan,90–101,NA,NA,NA,NA,NA,NA,NA
Russian Federation,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,seagrass,NOWPAP CEARAC 2018,Misc,Feasibility Study for Assessment of Seagrass Distribution in the NOWPAP Region,NA,NA,,,NA,NA,"NOWPAP CEARAC, Toyama City, Japan",NOWPAP CEARAC,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
