study_id,site_id,core_id,depth_min,depth_max,radioisotope,radioactivity,error
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCNB,56,58,ra226_activity,12.855000025709998,1.3683333360699999
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCNB,58,60,ra226_activity,9.78666668624,1.0033333353399998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCNB,60,62,ra226_activity,15.380000030759998,1.09000000218
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCNB,66,68,ra226_activity,9.55333335244,0.81333333496
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCNB,72,74,ra226_activity,8.410000016820002,1.16000000232
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,0,1,ra226_activity,7.64166668195,2.8066666722799996
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,1,2,ra226_activity,14.471666695609997,1.46000000292
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,2,3,ra226_activity,10.503333354339999,1.2316666691299998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,3,4,ra226_activity,8.33333335,1.66666667
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,4,5,ra226_activity,14.06500002813,1.25833333585
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,5,6,ra226_activity,7.496666681659999,1.64166666995
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,6,7,ra226_activity,11.02500002205,1.9100000038199996
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,7,8,ra226_activity,6.31500001263,1.2000000023999997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,8,9,ra226_activity,21.378333376089998,2.9333333391999994
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,9,10,ra226_activity,16.40833336615,1.7416666701499997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,10,11,ra226_activity,12.1000000242,1.4016666694699997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,11,12,ra226_activity,8.33333335,1.66666667
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,12,13,ra226_activity,17.253333367839996,1.68666667004
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,13,14,ra226_activity,23.671666714009998,1.67333333668
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,14,15,ra226_activity,30.138333393609997,1.7266666701199997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,15,16,ra226_activity,28.94833339123,1.42500000285
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,16,17,ra226_activity,32.766666732199994,1.5000000029999998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,17,18,ra226_activity,35.4666667376,2.1383333376099998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,18,19,ra226_activity,33.80333340094,1.23000000246
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,19,20,ra226_activity,38.41833341016999,1.4183333361699997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,20,21,ra226_activity,36.205000072409995,1.11833333557
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,21,22,ra226_activity,36.24500007249,0.9566666685799999
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,22,23,ra226_activity,41.62500008325,1.2983333359299998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,23,24,ra226_activity,47.15333342764,1.3533333360399997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,24,25,ra226_activity,50.84000010167999,1.66166666999
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,25,26,ra226_activity,42.255000084509994,1.5966666698599998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,26,27,ra226_activity,36.91500007383,1.3000000026
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,27,28,ra226_activity,31.52500006305,1.64833333663
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,28,29,ra226_activity,29.486666725640003,1.8700000037399997
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,29,30,ra226_activity,11.465000022929999,1.04000000208
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,30,32,ra226_activity,23.970000047939998,1.1383333356099998
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,32,34,ra226_activity,12.3833333581,1.0850000021700001
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,34,36,ra226_activity,7.300000014599999,0.8216666683099999
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,36,38,ra226_activity,5.4966666776599995,0.6466666679599999
Okeefe-Suttles_et_al_2021_Cape,Quivett,MA_QCRA,71,72,ra226_activity,17.44333336822,0.8400000016799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,0,1,ra226_activity,18.96833337127,3.2316666731299994
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,1,2,ra226_activity,16.6500000333,1.47000000294
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,2,3,ra226_activity,19.50500003901,1.4766666696199997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,3,4,ra226_activity,16.136666698939997,0.9083333351499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,4,5,ra226_activity,17.23666670114,1.3450000026899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,5,6,ra226_activity,14.895000029790001,1.47166666961
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,6,7,ra226_activity,18.84500003769,1.43833333621
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,7,8,ra226_activity,20.31500004063,1.20500000241
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,8,9,ra226_activity,28.846666724359995,1.7100000034199998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,9,10,ra226_activity,18.853333371039998,1.16333333566
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,10,11,ra226_activity,20.67166670801,1.5050000030100001
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,11,12,ra226_activity,18.94500003789,1.333333336
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,12,13,ra226_activity,21.83666671034,1.3083333359499998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,13,14,ra226_activity,15.055000030109998,0.9716666686099998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,14,15,ra226_activity,16.82166670031,1.00166666867
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,15,16,ra226_activity,16.9666667006,1.67166667001
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,16,17,ra226_activity,22.931666712529996,1.73666667014
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,17,18,ra226_activity,17.73166670213,1.39000000278
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,18,19,ra226_activity,19.00666670468,1.5383333364099998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,19,20,ra226_activity,18.69666670406,1.45833333625
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,20,21,ra226_activity,19.526666705719997,1.7133333367599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,21,22,ra226_activity,19.89000003978,1.26333333586
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,22,23,ra226_activity,22.46833337827,1.9800000039599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,23,24,ra226_activity,16.46500003293,1.4516666695699998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,24,25,ra226_activity,19.06000003812,1.2966666692599997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,25,26,ra226_activity,18.023333369379998,1.5000000029999998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,26,27,ra226_activity,21.72000004344,2.43666667154
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,27,28,ra226_activity,15.18000003036,1.5566666697799998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,28,29,ra226_activity,21.10166670887,1.8633333370599998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,29,30,ra226_activity,17.673333368679998,0.8700000017399999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,30,31,ra226_activity,17.346666701359997,1.06500000213
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,31,32,ra226_activity,16.676666700019997,1.45833333625
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,32,33,ra226_activity,19.51000003902,1.49500000299
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,33,34,ra226_activity,17.92666670252,2.1516666709699996
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,34,35,ra226_activity,18.87666670442,1.4516666695699998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,35,36,ra226_activity,21.620000043239997,1.57833333649
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,36,37,ra226_activity,15.373333364079999,1.37166666941
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,37,38,ra226_activity,18.023333369379998,1.32500000265
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,38,39,ra226_activity,16.918333367169996,0.8350000016699999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,39,40,ra226_activity,23.836666714339998,1.1750000023499998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,40,41,ra226_activity,19.33000003866,1.19333333572
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,41,42,ra226_activity,14.23000002846,2.54000000508
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,42,43,ra226_activity,17.348333368029998,1.7666666702
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,43,44,ra226_activity,18.19000003638,1.9766666706199998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,44,45,ra226_activity,21.755000043509998,1.24166666915
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,45,46,ra226_activity,17.49166670165,0.93000000186
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,46,48,ra226_activity,14.396666695459999,1.03666666874
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,48,50,ra226_activity,16.69166670005,0.8566666683799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,50,52,ra226_activity,14.61333336256,0.7866666682399999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,52,54,ra226_activity,17.20166670107,0.9316666685299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,54,56,ra226_activity,18.126666702919994,1.12500000225
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,56,58,ra226_activity,15.033333363399999,0.8633333350599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,58,60,ra226_activity,17.198333367729997,0.89166666845
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,60,62,ra226_activity,18.91833337117,0.99333333532
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,62,64,ra226_activity,14.725000029449998,0.8583333350499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,64,66,ra226_activity,15.4166666975,0.78166666823
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,66,68,ra226_activity,16.523333366379997,1.0316666687299998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,68,70,ra226_activity,18.27000003654,0.79666666826
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,70,72,ra226_activity,13.3000000266,0.8166666682999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,72,74,ra226_activity,15.290000030579998,1.25666666918
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,74,76,ra226_activity,14.41500002883,0.95833333525
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCA,76,78,ra226_activity,13.826666694319998,0.7333333347999998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,0,1,ra226_activity,18.606666703880002,1.98166667063
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,1,2,ra226_activity,23.42166671351,1.1683333356699999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,2,3,ra226_activity,20.326666707319998,0.9650000019299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,3,4,ra226_activity,19.996666706659997,0.8000000016
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,4,5,ra226_activity,20.58666670784,0.8750000017499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,5,6,ra226_activity,23.490000046979997,1.2733333358799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,6,7,ra226_activity,19.131666704929998,0.90500000181
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,7,8,ra226_activity,19.478333372290003,0.5916666678499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,8,9,ra226_activity,21.521666709709997,0.62000000124
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,9,10,ra226_activity,21.313333375959996,0.58666666784
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,10,11,ra226_activity,19.126666704919998,0.78833333491
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,11,12,ra226_activity,20.846666708359997,0.8233333349799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,12,13,ra226_activity,19.08166670483,0.7416666681499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,13,14,ra226_activity,19.130000038259997,0.9316666685299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,14,15,ra226_activity,17.916666702499995,0.82000000164
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,15,16,ra226_activity,17.72166670211,1.0833333354999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,16,17,ra226_activity,19.5833333725,1.01833333537
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,17,18,ra226_activity,18.255000036509998,0.82833333499
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,18,19,ra226_activity,18.36833337007,0.68000000136
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,19,20,ra226_activity,18.53666670374,0.69500000139
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,20,21,ra226_activity,18.77333337088,0.9333333352
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,21,22,ra226_activity,23.93166671453,1.02000000204
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,22,23,ra226_activity,21.521666709709997,0.87666666842
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,23,24,ra226_activity,19.73000003946,0.87166666841
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,24,25,ra226_activity,19.640000039279997,0.91000000182
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,25,26,ra226_activity,23.118333379569997,1.5700000031399999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,26,27,ra226_activity,21.520000043039996,0.95333333524
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,27,28,ra226_activity,20.2000000404,1.1850000023699998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,28,29,ra226_activity,20.07166670681,1.0816666688299998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,29,30,ra226_activity,19.71166670609,1.16333333566
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,30,31,ra226_activity,21.32333337598,1.4166666694999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,31,32,ra226_activity,20.243333373819997,1.0816666688299998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,32,33,ra226_activity,22.393333378119998,1.21833333577
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,33,34,ra226_activity,19.465000038929997,0.9650000019299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,34,35,ra226_activity,19.87833337309,0.8083333349499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,35,36,ra226_activity,21.99500004399,0.9766666686200001
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,36,37,ra226_activity,22.72000004544,0.92500000185
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,37,38,ra226_activity,20.93833337521,1.01000000202
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,38,39,ra226_activity,16.95833336725,0.9650000019299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,39,40,ra226_activity,18.58666670384,1.2316666691299998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,40,41,ra226_activity,20.286666707240002,1.66166666999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,41,42,ra226_activity,18.54833337043,1.21333333576
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,42,43,ra226_activity,16.756666700180002,1.04833333543
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,43,44,ra226_activity,13.875000027749998,1.05500000211
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,44,45,ra226_activity,17.00666670068,1.02333333538
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,45,46,ra226_activity,17.646666701959997,1.1916666690499997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,46,48,ra226_activity,15.741666698149997,0.9633333352599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,48,50,ra226_activity,15.208333363749999,1.0166666686999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,50,52,ra226_activity,15.956666698580001,0.82000000164
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,52,54,ra226_activity,17.405000034809998,0.6466666679599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,54,56,ra226_activity,19.00500003801,0.6000000011999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,56,58,ra226_activity,17.451666701569998,0.7500000014999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,58,60,ra226_activity,19.92833337319,0.87666666842
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,60,62,ra226_activity,20.08666670684,0.7800000015599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,62,64,ra226_activity,18.77666670422,0.7166666680999999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_MCB,64,66,ra226_activity,16.70166670007,0.97000000194
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,0,1,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,1,2,ra226_activity,19.77500003955,2.62166667191
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,2,3,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,3,4,ra226_activity,13.12000002624,1.3566666693799998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,4,5,ra226_activity,9.2333333518,1.3866666694399998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,5,6,ra226_activity,10.000000019999998,1.1916666690499997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,6,7,ra226_activity,9.30666668528,1.5016666696699998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,7,8,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,8,9,ra226_activity,4.0666666747999995,1.9033333371399999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,9,10,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,10,11,ra226_activity,9.98000001996,2.55333333844
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,11,12,ra226_activity,10.781666688229999,2.2000000044
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,12,13,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,13,14,ra226_activity,8.01333334936,1.69833333673
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,14,15,ra226_activity,12.52166669171,1.2616666691899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,15,16,ra226_activity,8.46000001692,1.85166667037
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,16,17,ra226_activity,11.1333333556,2.0533333374400002
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,17,18,ra226_activity,14.43166669553,1.5833333365
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,18,19,ra226_activity,9.763333352859998,1.47166666961
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,19,20,ra226_activity,7.42333334818,1.83833333701
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,20,21,ra226_activity,9.145000018289998,1.26000000252
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,21,22,ra226_activity,10.03666668674,1.2450000024899999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,22,23,ra226_activity,14.68666669604,1.2500000024999998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,23,24,ra226_activity,13.27000002654,1.2483333358299997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,24,25,ra226_activity,16.10666669888,1.4266666695199999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,25,26,ra226_activity,20.85166670837,1.0716666688099998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,26,27,ra226_activity,24.300000048599998,0.8400000016799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,27,28,ra226_activity,23.048333379429998,0.9333333352
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,28,29,ra226_activity,23.75666671418,0.7700000015399999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,29,30,ra226_activity,23.263333379859997,0.74833333483
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,30,31,ra226_activity,24.738333382809998,0.6783333346899999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,31,32,ra226_activity,25.111666716889996,0.6400000012799999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,32,33,ra226_activity,27.9166667225,0.6833333347
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,33,34,ra226_activity,25.381666717429997,0.8833333351
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,34,35,ra226_activity,25.920000051839995,0.97500000195
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,35,36,ra226_activity,28.193333389719996,0.84833333503
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,36,37,ra226_activity,27.810000055619998,0.81166666829
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,37,38,ra226_activity,27.88000005576,0.89166666845
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,38,39,ra226_activity,28.613333390559998,0.8666666684
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,39,40,ra226_activity,24.393333382119998,1.0666666688
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,40,41,ra226_activity,18.52500003705,1.1833333356999998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,41,42,ra226_activity,19.168333371669995,1.4416666695499998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,42,43,ra226_activity,15.35166669737,1.1366666689399998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,43,44,ra226_activity,17.556666701779996,1.3450000026899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,44,45,ra226_activity,19.3500000387,1.5333333364
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,45,46,ra226_activity,18.43833337021,1.3083333359499998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,46,48,ra226_activity,13.798333360929998,0.73000000146
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,48,50,ra226_activity,10.89333335512,0.6250000012499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,50,52,ra226_activity,14.366666695399998,0.72166666811
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,52,54,ra226_activity,18.563333370459997,0.8933333351199999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,54,56,ra226_activity,15.833333364999998,0.7616666681899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,56,58,ra226_activity,16.418333366169996,0.7316666681299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,58,60,ra226_activity,13.751666694169998,0.8316666683299999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,60,62,ra226_activity,11.273333355879998,0.8800000017599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,62,64,ra226_activity,12.98666669264,0.9350000018699999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,64,66,ra226_activity,14.74500002949,0.89666666846
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,66,68,ra226_activity,11.94500002389,0.6416666679499999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,68,70,ra226_activity,15.786666698239998,0.7466666681599999
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,70,72,ra226_activity,16.711666700089996,0.75833333485
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMB,72,74,ra226_activity,15.361666697389998,0.7616666681899998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,0,1,ra226_activity,0.833333335,0
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,1,2,ra226_activity,0.833333335,0
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,2,3,ra226_activity,0,0
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,3,4,ra226_activity,0.91500000183,0.21333333376000002
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,4,5,ra226_activity,1.01000000202,0.24000000047999998
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,5,6,ra226_activity,0,0
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,6,7,ra226_activity,0,0
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,7,8,ra226_activity,0.62666666792,0.18500000037
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,8,9,ra226_activity,0.6000000011999999,0.16333333365999997
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,9,10,ra226_activity,1.8500000037,0.21833333377
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,10,11,ra226_activity,1.27166666921,0.27000000053999995
Okeefe-Suttles_et_al_2021_Cape,Scusset,MA_SMC,11,12,ra226_activity,2.18000000436,0.24500000048999995
